ensembl,gene,transcript,ensemblfamily
ENSG00000185303,SFTPA2,ENST00000372325,PTHR24024_SF13
ENSG00000185303,SFTPA2,ENST00000372327,PTHR24024_SF13
ENSG00000185303,SFTPA2,ENST00000417041,PTHR24024_SF13
ENSG00000185303,SFTPA2,ENST00000640627,
ENSG00000185303,SFTPA2,ENST00000492049,PTHR24024_SF13
ENSG00000185338,SOCS1,ENST00000332029,PTHR10385_SF5
ENSG00000185338,SOCS1,ENST00000644787,PTHR10385_SF5
ENSG00000185345,PRKN,ENST00000366894,PTHR11685_SF98
ENSG00000185345,PRKN,ENST00000610470,PTHR11685_SF98
ENSG00000185345,PRKN,ENST00000615065,TF664602
ENSG00000185345,PRKN,ENST00000479615,PTHR11685_SF98
ENSG00000185345,PRKN,ENST00000642604,
ENSG00000185345,PRKN,ENST00000338468,PTHR11685_SF98
ENSG00000185345,PRKN,ENST00000647006,
ENSG00000185345,PRKN,ENST00000366892,PTHR11685_SF98
ENSG00000185345,PRKN,ENST00000648830,
ENSG00000185345,PRKN,ENST00000366896,PTHR11685_SF98
ENSG00000185345,PRKN,ENST00000366898,PTHR11685_SF98
ENSG00000185345,PRKN,ENST00000366897,PTHR11685_SF98
ENSG00000185345,PRKN,ENST00000612540,TF664602
ENSG00000185345,PRKN,ENST00000612485,PTHR11685_SF98
ENSG00000185386,MAPK11,ENST00000495277,
ENSG00000185386,MAPK11,ENST00000395764,PTHR24055_SF109
ENSG00000185386,MAPK11,ENST00000417877,PTHR24055_SF109
ENSG00000185386,MAPK11,ENST00000330651,PTHR24055_SF109
ENSG00000185499,MUC1,ENST00000610359,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000462215,
ENSG00000185499,MUC1,ENST00000611571,PTHR10006_SF5
ENSG00000185499,MUC1,ENST00000457295,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000471283,
ENSG00000185499,MUC1,ENST00000438413,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000462317,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000611577,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000485118,
ENSG00000185499,MUC1,ENST00000614519,
ENSG00000185499,MUC1,ENST00000612778,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000368396,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000620770,
ENSG00000185499,MUC1,ENST00000620103,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000610468,
ENSG00000185499,MUC1,ENST00000368393,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000368392,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000615517,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000467134,
ENSG00000185499,MUC1,ENST00000368390,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000498431,
ENSG00000185499,MUC1,ENST00000338684,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000368398,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000368389,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000337604,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000343256,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000468978,
ENSG00000185499,MUC1,ENST00000342482,PTHR10006_SF7
ENSG00000185499,MUC1,ENST00000466913,
ENSG00000185507,IRF7,ENST00000525445,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000528413,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000649187,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000330243,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000533182,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000532326,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000527160,
ENSG00000185507,IRF7,ENST00000397566,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000525750,
ENSG00000185507,IRF7,ENST00000533190,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000532096,
ENSG00000185507,IRF7,ENST00000531912,
ENSG00000185507,IRF7,ENST00000469048,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000348655,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000647801,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000532788,PTHR11949_SF2
ENSG00000185507,IRF7,ENST00000397570,PTHR11949_SF2
ENSG00000185745,IFIT1,ENST00000371804,PTHR10271
ENSG00000185745,IFIT1,ENST00000546318,PTHR10271
ENSG00000185774,KCNIP4,ENST00000382149,PTHR23055_SF30
ENSG00000185774,KCNIP4,ENST00000359001,PTHR23055_SF30
ENSG00000185774,KCNIP4,ENST00000447367,PTHR23055_SF30
ENSG00000185774,KCNIP4,ENST00000515786,
ENSG00000185774,KCNIP4,ENST00000512102,
ENSG00000185774,KCNIP4,ENST00000515373,
ENSG00000185774,KCNIP4,ENST00000382150,PTHR23055_SF30
ENSG00000185774,KCNIP4,ENST00000382148,PTHR23055_SF30
ENSG00000185774,KCNIP4,ENST00000509207,PTHR23055_SF30
ENSG00000185774,KCNIP4,ENST00000382152,PTHR23055_SF30
ENSG00000185792,NLRP9,ENST00000332836,PTHR24106_SF72
ENSG00000185792,NLRP9,ENST00000590200,PTHR24106_SF72
ENSG00000185885,IFITM1,ENST00000528780,PTHR13999
ENSG00000185885,IFITM1,ENST00000328221,PTHR13999
ENSG00000185885,IFITM1,ENST00000525554,
ENSG00000185885,IFITM1,ENST00000408968,PTHR13999
ENSG00000185950,IRS2,ENST00000375856,PTHR10614_SF7
ENSG00000186074,CD300LF,ENST00000301573,PTHR11860_SF43
ENSG00000186074,CD300LF,ENST00000469092,PTHR11860_SF43
ENSG00000186074,CD300LF,ENST00000462044,PTHR11860_SF43
ENSG00000186074,CD300LF,ENST00000326165,PTHR11860_SF43
ENSG00000186074,CD300LF,ENST00000581500,PTHR11860_SF43
ENSG00000186074,CD300LF,ENST00000343125,PTHR11860_SF43
ENSG00000186074,CD300LF,ENST00000583544,
ENSG00000186074,CD300LF,ENST00000361254,PTHR11860_SF43
ENSG00000186074,CD300LF,ENST00000583937,PTHR11860_SF43
ENSG00000186074,CD300LF,ENST00000464910,PTHR11860_SF43
ENSG00000186141,POLR3C,ENST00000489436,
ENSG00000186141,POLR3C,ENST00000471254,
ENSG00000186141,POLR3C,ENST00000479819,
ENSG00000186141,POLR3C,ENST00000466003,
ENSG00000186141,POLR3C,ENST00000334163,PTHR12949
ENSG00000186141,POLR3C,ENST00000369294,PTHR12949
ENSG00000186184,POLR1D,ENST00000636679,
ENSG00000186184,POLR1D,ENST00000627604,
ENSG00000186184,POLR1D,ENST00000621089,TF336027
ENSG00000186184,POLR1D,ENST00000637180,TF336027
ENSG00000186184,POLR1D,ENST00000636952,
ENSG00000186184,POLR1D,ENST00000636117,
ENSG00000186184,POLR1D,ENST00000630281,
ENSG00000186184,POLR1D,ENST00000399697,TF336027
ENSG00000186184,POLR1D,ENST00000636817,
ENSG00000186184,POLR1D,ENST00000465887,
ENSG00000186184,POLR1D,ENST00000399696,PTHR13946_SF16
ENSG00000186184,POLR1D,ENST00000637389,
ENSG00000186184,POLR1D,ENST00000637071,TF336027
ENSG00000186184,POLR1D,ENST00000489647,
ENSG00000186184,POLR1D,ENST00000636618,
ENSG00000186184,POLR1D,ENST00000626064,
ENSG00000186184,POLR1D,ENST00000636411,
ENSG00000186184,POLR1D,ENST00000630983,
ENSG00000186184,POLR1D,ENST00000302979,PTHR13946_SF16
ENSG00000186184,POLR1D,ENST00000636226,
ENSG00000186184,POLR1D,ENST00000626929,
ENSG00000186184,POLR1D,ENST00000472179,
ENSG00000186190,BPIFB3,ENST00000375494,PTHR10504
ENSG00000186350,RXRA,ENST00000649020,PTHR24083_SF39
ENSG00000186350,RXRA,ENST00000481739,PTHR24083_SF39
ENSG00000186350,RXRA,ENST00000484822,
ENSG00000186350,RXRA,ENST00000356384,
ENSG00000186407,CD300E,ENST00000392619,PTHR11860_SF34
ENSG00000186407,CD300E,ENST00000412268,PTHR11860_SF34
ENSG00000186470,BTN3A2,ENST00000604202,
ENSG00000186470,BTN3A2,ENST00000527417,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000532865,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000532627,
ENSG00000186470,BTN3A2,ENST00000527422,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000508906,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000527639,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000377708,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000396934,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000396948,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000532994,
ENSG00000186470,BTN3A2,ENST00000524459,
ENSG00000186470,BTN3A2,ENST00000528222,
ENSG00000186470,BTN3A2,ENST00000530653,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000356386,PTHR24100_SF45
ENSG00000186470,BTN3A2,ENST00000524682,
ENSG00000186470,BTN3A2,ENST00000532294,
ENSG00000186470,BTN3A2,ENST00000531055,
ENSG00000186470,BTN3A2,ENST00000528541,
ENSG00000186480,INSIG1,ENST00000342407,PTHR15301
ENSG00000186480,INSIG1,ENST00000468307,
ENSG00000186480,INSIG1,ENST00000476756,PTHR15301
ENSG00000186480,INSIG1,ENST00000344756,PTHR15301
ENSG00000186480,INSIG1,ENST00000340368,PTHR15301
ENSG00000186480,INSIG1,ENST00000425172,PTHR15301
ENSG00000186803,IFNA10,ENST00000357374,PTHR11691
ENSG00000186810,CXCR3,ENST00000373691,PTHR24227
ENSG00000186810,CXCR3,ENST00000373693,PTHR24227
ENSG00000186891,TNFRSF18,ENST00000379265,PTHR23097_SF4
ENSG00000186891,TNFRSF18,ENST00000379268,PTHR23097_SF4
ENSG00000186891,TNFRSF18,ENST00000328596,PTHR23097_SF4
ENSG00000186891,TNFRSF18,ENST00000486728,PTHR23097_SF4
ENSG00000186895,FGF3,ENST00000646078,
ENSG00000186895,FGF3,ENST00000334134,PTHR11486_SF26
ENSG00000187116,LILRA5,ENST00000477720,
ENSG00000187116,LILRA5,ENST00000486742,PTHR11738
ENSG00000187116,LILRA5,ENST00000489504,
ENSG00000187116,LILRA5,ENST00000446712,
ENSG00000187116,LILRA5,ENST00000432233,PTHR11738
ENSG00000187266,EPOR,ENST00000591958,PTHR23037_SF7
ENSG00000187266,EPOR,ENST00000590927,
ENSG00000187266,EPOR,ENST00000586890,PTHR23037_SF7
ENSG00000187266,EPOR,ENST00000589402,
ENSG00000187266,EPOR,ENST00000588681,
ENSG00000187266,EPOR,ENST00000588859,PTHR23037_SF7
ENSG00000187266,EPOR,ENST00000592375,PTHR23037_SF7
ENSG00000187266,EPOR,ENST00000222139,PTHR23037_SF7
ENSG00000187514,PTMA,ENST00000409321,
ENSG00000187514,PTMA,ENST00000409115,PTHR22745
ENSG00000187514,PTMA,ENST00000440384,
ENSG00000187514,PTMA,ENST00000467816,
ENSG00000187514,PTMA,ENST00000448874,
ENSG00000187514,PTMA,ENST00000409683,PTHR22745
ENSG00000187514,PTMA,ENST00000341369,PTHR22745
ENSG00000187514,PTMA,ENST00000410064,
ENSG00000187514,PTMA,ENST00000468027,
ENSG00000187514,PTMA,ENST00000466801,
ENSG00000187514,PTMA,ENST00000412128,
ENSG00000187514,PTMA,ENST00000481928,
ENSG00000187522,HSPA14,ENST00000378372,PTHR19375_SF158
ENSG00000187522,HSPA14,ENST00000470430,
ENSG00000187522,HSPA14,ENST00000441647,PTHR19375_SF158
ENSG00000187554,TLR5,ENST00000540964,PTHR24365_SF221
ENSG00000187554,TLR5,ENST00000484766,
ENSG00000187554,TLR5,ENST00000407096,
ENSG00000187554,TLR5,ENST00000465726,
ENSG00000187554,TLR5,ENST00000645434,PTHR24365_SF221
ENSG00000187554,TLR5,ENST00000642603,PTHR24365_SF221
ENSG00000187554,TLR5,ENST00000646044,
ENSG00000187554,TLR5,ENST00000642471,
ENSG00000187608,ISG15,ENST00000649529,PTHR10666_SF81
ENSG00000187608,ISG15,ENST00000624652,PTHR10666_SF81
ENSG00000187608,ISG15,ENST00000624697,PTHR10666_SF81
ENSG00000187688,TRPV2,ENST00000493434,
ENSG00000187688,TRPV2,ENST00000580788,PTHR10582_SF5
ENSG00000187688,TRPV2,ENST00000338560,PTHR10582_SF5
ENSG00000187688,TRPV2,ENST00000475513,
ENSG00000187688,TRPV2,ENST00000583241,
ENSG00000187688,TRPV2,ENST00000455666,PTHR10582_SF5
ENSG00000187688,TRPV2,ENST00000581560,PTHR10582_SF5
ENSG00000187688,TRPV2,ENST00000577865,PTHR10582_SF5
ENSG00000187688,TRPV2,ENST00000577277,PTHR10582_SF5
ENSG00000187796,CARD9,ENST00000481053,
ENSG00000187796,CARD9,ENST00000371734,PTHR14559_SF3
ENSG00000187796,CARD9,ENST00000489932,PTHR14559_SF3
ENSG00000187796,CARD9,ENST00000556340,
ENSG00000187796,CARD9,ENST00000485975,
ENSG00000187796,CARD9,ENST00000460290,
ENSG00000187796,CARD9,ENST00000641290,PTHR14559_SF3
ENSG00000187796,CARD9,ENST00000371732,PTHR14559_SF3
ENSG00000187867,PALM3,ENST00000340790,PTHR10498_SF6
ENSG00000187867,PALM3,ENST00000661591,PTHR10498_SF6
ENSG00000187867,PALM3,ENST00000589048,PTHR10498_SF6
ENSG00000187867,PALM3,ENST00000669674,PTHR10498_SF6
ENSG00000187908,DMBT1,ENST00000667454,
ENSG00000187908,DMBT1,ENST00000668486,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000663574,
ENSG00000187908,DMBT1,ENST00000656203,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000663623,
ENSG00000187908,DMBT1,ENST00000657942,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000655774,
ENSG00000187908,DMBT1,ENST00000652446,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000344338,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000664003,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000368956,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000619379,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000666315,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000368955,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000338354,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000653442,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000664692,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000368909,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000654082,
ENSG00000187908,DMBT1,ENST00000664974,PTHR19331_SF250
ENSG00000187908,DMBT1,ENST00000330163,PTHR19331_SF250
ENSG00000188191,PRKAR1B,ENST00000400758,PTHR11635_SF126
ENSG00000188191,PRKAR1B,ENST00000417852,PTHR11635_SF126
ENSG00000188191,PRKAR1B,ENST00000406797,PTHR11635_SF126
ENSG00000188191,PRKAR1B,ENST00000488474,
ENSG00000188191,PRKAR1B,ENST00000537384,PTHR11635_SF126
ENSG00000188191,PRKAR1B,ENST00000403562,PTHR11635_SF126
ENSG00000188191,PRKAR1B,ENST00000456696,PTHR11635_SF126
ENSG00000188191,PRKAR1B,ENST00000414568,PTHR11635_SF126
ENSG00000188191,PRKAR1B,ENST00000430040,PTHR11635_SF126
ENSG00000188191,PRKAR1B,ENST00000478198,
ENSG00000188191,PRKAR1B,ENST00000360274,PTHR11635_SF126
ENSG00000188191,PRKAR1B,ENST00000544935,PTHR11635_SF126
ENSG00000188257,PLA2G2A,ENST00000649436,PTHR11716_SF44
ENSG00000188257,PLA2G2A,ENST00000461140,
ENSG00000188257,PLA2G2A,ENST00000496748,
ENSG00000188257,PLA2G2A,ENST00000400520,PTHR11716_SF44
ENSG00000188257,PLA2G2A,ENST00000491964,
ENSG00000188257,PLA2G2A,ENST00000469162,
ENSG00000188257,PLA2G2A,ENST00000482011,
ENSG00000188257,PLA2G2A,ENST00000375111,PTHR11716_SF44
ENSG00000188313,PLSCR1,ENST00000484560,
ENSG00000188313,PLSCR1,ENST00000494568,
ENSG00000188313,PLSCR1,ENST00000472349,PTHR23248_SF26
ENSG00000188313,PLSCR1,ENST00000470496,
ENSG00000188313,PLSCR1,ENST00000463777,
ENSG00000188313,PLSCR1,ENST00000487389,PTHR23248_SF26
ENSG00000188313,PLSCR1,ENST00000448787,PTHR23248_SF26
ENSG00000188313,PLSCR1,ENST00000477974,
ENSG00000188313,PLSCR1,ENST00000342435,PTHR23248_SF26
ENSG00000188313,PLSCR1,ENST00000489775,
ENSG00000188313,PLSCR1,ENST00000486631,PTHR23248_SF26
ENSG00000188313,PLSCR1,ENST00000490745,
ENSG00000188313,PLSCR1,ENST00000462666,PTHR23248_SF26
ENSG00000188313,PLSCR1,ENST00000469266,
ENSG00000188313,PLSCR1,ENST00000468985,
ENSG00000188313,PLSCR1,ENST00000493432,
ENSG00000188313,PLSCR1,ENST00000488253,
ENSG00000188313,PLSCR1,ENST00000478267,
ENSG00000188313,PLSCR1,ENST00000483300,PTHR23248_SF26
ENSG00000188379,IFNA2,ENST00000380206,PTHR11691
ENSG00000188389,PDCD1,ENST00000418831,PTHR15264
ENSG00000188389,PDCD1,ENST00000334409,PTHR15264
ENSG00000188389,PDCD1,ENST00000343705,PTHR15264
ENSG00000188747,NOXA1,ENST00000392815,PTHR15175
ENSG00000188747,NOXA1,ENST00000341349,PTHR15175
ENSG00000188827,SLX4,ENST00000486524,
ENSG00000188827,SLX4,ENST00000294008,PTHR21541
ENSG00000188827,SLX4,ENST00000466154,
ENSG00000188906,LRRK2,ENST00000644108,
ENSG00000188906,LRRK2,ENST00000474202,
ENSG00000188906,LRRK2,ENST00000416796,
ENSG00000188906,LRRK2,ENST00000298910,PTHR23257_SF417
ENSG00000188906,LRRK2,ENST00000636518,PTHR23257_SF417
ENSG00000188906,LRRK2,ENST00000430804,PTHR23155_SF459
ENSG00000188906,LRRK2,ENST00000479187,
ENSG00000188906,LRRK2,ENST00000343742,PTHR23155_SF459
ENSG00000188906,LRRK2,ENST00000481256,
ENSG00000196083,IL1RAP,ENST00000473566,
ENSG00000196083,IL1RAP,ENST00000453359,PTHR11890
ENSG00000196083,IL1RAP,ENST00000465496,
ENSG00000196083,IL1RAP,ENST00000317757,PTHR11890
ENSG00000196083,IL1RAP,ENST00000413869,PTHR11890
ENSG00000196083,IL1RAP,ENST00000443369,PTHR11890
ENSG00000196083,IL1RAP,ENST00000412504,PTHR11890
ENSG00000196083,IL1RAP,ENST00000482913,
ENSG00000196083,IL1RAP,ENST00000422625,PTHR11890
ENSG00000196083,IL1RAP,ENST00000412080,PTHR11890
ENSG00000196083,IL1RAP,ENST00000422485,PTHR11890
ENSG00000196083,IL1RAP,ENST00000422940,PTHR11890
ENSG00000196083,IL1RAP,ENST00000434491,PTHR11890
ENSG00000196083,IL1RAP,ENST00000072516,PTHR11890
ENSG00000196083,IL1RAP,ENST00000461629,
ENSG00000196083,IL1RAP,ENST00000439062,PTHR11890
ENSG00000196083,IL1RAP,ENST00000447382,PTHR11890
ENSG00000196083,IL1RAP,ENST00000342550,PTHR11890
ENSG00000196083,IL1RAP,ENST00000476929,
ENSG00000196352,CD55,ENST00000618707,PTHR19325_SF319
ENSG00000196352,CD55,ENST00000644836,PTHR19325_SF319
ENSG00000196352,CD55,ENST00000367067,PTHR19325_SF319
ENSG00000196352,CD55,ENST00000367064,PTHR19325_SF319
ENSG00000196352,CD55,ENST00000367063,PTHR19325_SF319
ENSG00000196352,CD55,ENST00000343420,PTHR19325_SF319
ENSG00000196352,CD55,ENST00000634386,
ENSG00000196352,CD55,ENST00000314754,PTHR19325_SF319
ENSG00000196352,CD55,ENST00000635614,
ENSG00000196352,CD55,ENST00000488171,
ENSG00000196352,CD55,ENST00000465534,
ENSG00000196352,CD55,ENST00000645323,PTHR19325_SF319
ENSG00000196352,CD55,ENST00000476590,
ENSG00000196352,CD55,ENST00000391921,PTHR19325_SF341
ENSG00000196628,TCF4,ENST00000637923,PTHR16213_SF12
ENSG00000196628,TCF4,ENST00000630224,
ENSG00000196628,TCF4,ENST00000635822,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000630828,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000630268,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000562030,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000631043,
ENSG00000196628,TCF4,ENST00000565393,
ENSG00000196628,TCF4,ENST00000626425,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000660953,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000626595,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000637500,
ENSG00000196628,TCF4,ENST00000629343,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000627136,
ENSG00000196628,TCF4,ENST00000638154,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000627568,
ENSG00000196628,TCF4,ENST00000637115,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000564343,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000570177,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000637239,
ENSG00000196628,TCF4,ENST00000627320,
ENSG00000196628,TCF4,ENST00000637941,
ENSG00000196628,TCF4,ENST00000561992,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000537578,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000565580,
ENSG00000196628,TCF4,ENST00000636751,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000567880,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000568186,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000590810,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000398339,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000625925,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000626631,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000637068,
ENSG00000196628,TCF4,ENST00000636400,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000627685,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000564999,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000628689,
ENSG00000196628,TCF4,ENST00000626466,
ENSG00000196628,TCF4,ENST00000570146,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000562607,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000566286,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000569012,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000643689,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000457482,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000630319,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000565018,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000569357,
ENSG00000196628,TCF4,ENST00000568147,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000562847,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000566279,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000565908,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000566376,
ENSG00000196628,TCF4,ENST00000568673,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000564228,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000568169,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000537856,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000540999,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000562638,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000543082,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000566777,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000356073,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000562680,
ENSG00000196628,TCF4,ENST00000566514,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000564403,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000561831,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000562543,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000626584,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000544241,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000563888,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000636710,
ENSG00000196628,TCF4,ENST00000616053,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000630712,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000637169,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000630720,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000570287,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000636822,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000635990,
ENSG00000196628,TCF4,ENST00000627784,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000628360,
ENSG00000196628,TCF4,ENST00000354452,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000563760,
ENSG00000196628,TCF4,ENST00000563686,
ENSG00000196628,TCF4,ENST00000637250,
ENSG00000196628,TCF4,ENST00000563824,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000628391,
ENSG00000196628,TCF4,ENST00000628636,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000629387,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000568740,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000628078,PTHR11793_SF10
ENSG00000196628,TCF4,ENST00000625716,
ENSG00000196628,TCF4,ENST00000565124,PTHR11793_SF10
ENSG00000196664,TLR7,ENST00000484204,
ENSG00000196664,TLR7,ENST00000380659,PTHR24365_SF222
ENSG00000196954,CASP4,ENST00000534356,
ENSG00000196954,CASP4,ENST00000530309,
ENSG00000196954,CASP4,ENST00000531546,
ENSG00000196954,CASP4,ENST00000533730,
ENSG00000196954,CASP4,ENST00000533252,
ENSG00000196954,CASP4,ENST00000531333,
ENSG00000196954,CASP4,ENST00000417440,PTHR10454_SF137
ENSG00000196954,CASP4,ENST00000444739,PTHR10454_SF137
ENSG00000196954,CASP4,ENST00000393150,PTHR10454_SF137
ENSG00000196954,CASP4,ENST00000529565,
ENSG00000196954,CASP4,ENST00000529183,
ENSG00000196954,CASP4,ENST00000525116,
ENSG00000196954,CASP4,ENST00000524843,
ENSG00000196975,ANXA4,ENST00000468815,
ENSG00000196975,ANXA4,ENST00000409920,PTHR10502_SF28
ENSG00000196975,ANXA4,ENST00000471395,
ENSG00000196975,ANXA4,ENST00000460439,
ENSG00000196975,ANXA4,ENST00000484219,
ENSG00000196975,ANXA4,ENST00000487351,
ENSG00000196975,ANXA4,ENST00000418066,
ENSG00000196975,ANXA4,ENST00000472124,
ENSG00000196975,ANXA4,ENST00000460942,
ENSG00000196975,ANXA4,ENST00000477632,
ENSG00000196975,ANXA4,ENST00000635311,PTHR10502_SF28
ENSG00000196975,ANXA4,ENST00000394295,PTHR10502_SF28
ENSG00000197046,SIGLEC15,ENST00000389474,PTHR12035
ENSG00000197046,SIGLEC15,ENST00000602118,
ENSG00000197046,SIGLEC15,ENST00000587418,PTHR12035
ENSG00000197046,SIGLEC15,ENST00000546268,
ENSG00000197046,SIGLEC15,ENST00000593178,
ENSG00000197110,IFNL3,ENST00000613087,PTHR31943
ENSG00000197110,IFNL3,ENST00000413851,PTHR31943
ENSG00000197272,IL27,ENST00000356897,PTHR20879
ENSG00000197272,IL27,ENST00000568075,
ENSG00000197329,PELI1,ENST00000466177,
ENSG00000197329,PELI1,ENST00000468869,
ENSG00000197329,PELI1,ENST00000358912,PTHR12098
ENSG00000197329,PELI1,ENST00000494203,
ENSG00000197381,ADARB1,ENST00000389863,PTHR10910_SF58
ENSG00000197381,ADARB1,ENST00000348831,PTHR10910_SF58
