query,hit identifier,gene,transcript,ensembl,length,bits,identities,percent_identity,e value,ensemblfamily,subfamily
TTRE_0000916101-mRNA-1 transcript=TTRE_0000916101-mRNA-1 gene=TTRE_0000916101,gnl|BL_ORD_ID|205336 ENSG00000100142|POLR2F|ENST00000470701|PTHR10773_SF12,POLR2F,ENST00000470701,ENSG00000100142,123,144.05,76,61.78861789,3.90E-45,PTHR10773,SF12
TTRE_0000111601-mRNA-1 transcript=TTRE_0000111601-mRNA-1 gene=TTRE_0000111601,gnl|BL_ORD_ID|207353 ENSG00000126767|ELK1|ENST00000343894|PTHR11849_SF178,ELK1,ENST00000343894,ENSG00000126767,96,149.828,69,71.875,4.54E-44,PTHR11849,SF178
TTRE_0000669501-mRNA-1 transcript=TTRE_0000669501-mRNA-1 gene=TTRE_0000669501,gnl|BL_ORD_ID|25339 ENSG00000174840|PDE12|ENST00000311180|PTHR12121_SF37,PDE12,ENST00000311180,ENSG00000174840,610,165.236,131,21.47540984,1.62E-43,PTHR12121,SF37
TTRE_0000375501-mRNA-1 transcript=TTRE_0000375501-mRNA-1 gene=TTRE_0000375501,gnl|BL_ORD_ID|128854 ENSG00000135404|CD63|ENST00000552164|PTHR19282_SF212,CD63,ENST00000552164,ENSG00000135404,217,146.747,82,37.78801843,3.77E-43,PTHR19282,SF212
TTRE_0000152401-mRNA-1 transcript=TTRE_0000152401-mRNA-1 gene=TTRE_0000152401,gnl|BL_ORD_ID|97156 ENSG00000066468|FGFR2|ENST00000356226|PTHR24416_SF130,FGFR2,ENST00000356226,ENSG00000066468,705,167.162,108,15.31914894,1.54E-42,PTHR24416,SF130
TTRE_0000177101-mRNA-1 transcript=TTRE_0000177101-mRNA-1 gene=TTRE_0000177101,gnl|BL_ORD_ID|145978 ENSG00000069667|RORA|ENST00000449337|PTHR24082_SF108,RORA,ENST00000449337,ENSG00000069667,469,155.221,136,28.9978678,3.49E-42,PTHR24082,SF108
3660seq,gnl|BL_ORD_ID|63361 ENSG00000112249|ASCC3|ENST00000522650|PTHR11752_SF8,ASCC3,ENST00000522650,ENSG00000112249,732,162.155,147,20.08196721,3.68E-42,PTHR11752,SF8
TTRE_0000280201-mRNA-1 transcript=TTRE_0000280201-mRNA-1 gene=TTRE_0000280201,gnl|BL_ORD_ID|51007 ENSG00000164209|SLC25A46|ENST00000504098|PTHR21252,SLC25A46,ENST00000504098,ENSG00000164209,273,148.673,91,33.33333333,5.57E-42,PTHR21252,
TTRE_0000596501-mRNA-1 transcript=TTRE_0000596501-mRNA-1 gene=TTRE_0000596501,gnl|BL_ORD_ID|149904 ENSG00000103653|CSK|ENST00000567571|PTHR24418_SF52,CSK,ENST00000567571,ENSG00000103653,451,150.984,76,16.85144124,6.47E-42,PTHR24418,SF52
TTRE_0000583701-mRNA-1 transcript=TTRE_0000583701-mRNA-1 gene=TTRE_0000583701,gnl|BL_ORD_ID|184531 ENSG00000130175|PRKCSH|ENST00000593101|PTHR12630_SF1,PRKCSH,ENST00000593101,ENSG00000130175,144,145.206,70,48.61111111,9.75E-42,PTHR12630,SF1
TTRE_0000338301-mRNA-1 transcript=TTRE_0000338301-mRNA-1 gene=TTRE_0000338301,gnl|BL_ORD_ID|132051 ENSG00000189403|HMGB1|ENST00000405805|PTHR13711_SF157,HMGB1,ENST00000405805,ENSG00000189403,216,140.969,77,35.64814815,3.48E-41,PTHR13711,SF157
TTRE_0000545701-mRNA-1 transcript=TTRE_0000545701-mRNA-1 gene=TTRE_0000545701,gnl|BL_ORD_ID|113231 ENSG00000167770|OTUB1|ENST00000543988|PTHR12931,OTUB1,ENST00000543988,ENSG00000167770,242,139.043,67,27.68595041,4.49E-41,PTHR12931,
TTRE_0000471901-mRNA-1 transcript=TTRE_0000471901-mRNA-1 gene=TTRE_0000471901,gnl|BL_ORD_ID|145727 ENSG00000137845|ADAM10|ENST00000559053|PTHR11905_SF117,ADAM10,ENST00000559053,ENSG00000137845,148,148.288,79,53.37837838,6.40E-41,PTHR11905,SF117
TTRE_0000032701-mRNA-1 transcript=TTRE_0000032701-mRNA-1 gene=TTRE_0000032701,gnl|BL_ORD_ID|38883 ENSG00000088926|F11|ENST00000264692|PTHR24265_SF81,F11,ENST00000264692,ENSG00000088926,572,152.525,100,17.48251748,9.36E-41,PTHR24265,SF81
TTRE_0000387101-mRNA-1 transcript=TTRE_0000387101-mRNA-1 gene=TTRE_0000387101,gnl|BL_ORD_ID|213575 ENSG00000215301|DDX3X|ENST00000616050|PTHR24031_SF195,DDX3X,ENST00000616050,ENSG00000215301,223,139.428,80,35.87443946,1.27E-40,PTHR24031,SF195
TTRE_0000579001-mRNA-1 transcript=TTRE_0000579001-mRNA-1 gene=TTRE_0000579001,gnl|BL_ORD_ID|84660 ENSG00000136574|GATA4|ENST00000526716|PTHR10071_SF154,GATA4,ENST00000526716,ENSG00000136574,175,134.806,72,41.14285714,1.69E-40,PTHR10071,SF154
TTRE_0000716001-mRNA-1 transcript=TTRE_0000716001-mRNA-1 gene=TTRE_0000716001,gnl|BL_ORD_ID|86013 ENSG00000155897|ADCY8|ENST00000522949|PTHR11920_SF229,ADCY8,ENST00000522949,ENSG00000155897,252,139.043,66,26.19047619,1.87E-40,PTHR11920,SF229
TTRE_0000752001-mRNA-1 transcript=TTRE_0000752001-mRNA-1 gene=TTRE_0000752001,gnl|BL_ORD_ID|114139 ENSG00000177700|POLR2L|ENST00000534030|PTHR23413_SF8,POLR2L,ENST00000534030,ENSG00000177700,68,127.872,59,86.76470588,2.03E-40,PTHR23413,SF8
TTRE_0000809701-mRNA-1 transcript=TTRE_0000809701-mRNA-1 gene=TTRE_0000809701,gnl|BL_ORD_ID|37706 ENSG00000163932|PRKCD|ENST00000650940|PTHR24352_SF32,PRKCD,ENST00000650940,ENSG00000163932,295,140.584,77,26.10169492,3.38E-40,PTHR24352,SF32
TTRE_0000059701-mRNA-1 transcript=TTRE_0000059701-mRNA-1 gene=TTRE_0000059701,gnl|BL_ORD_ID|120480 ENSG00000111653|ING4|ENST00000412586|PTHR10333_SF40,ING4,ENST00000412586,ENSG00000111653,247,140.198,91,36.84210526,6.57E-40,PTHR10333,SF40
722seq,gnl|BL_ORD_ID|84660 ENSG00000136574|GATA4|ENST00000526716|PTHR10071_SF154,GATA4,ENST00000526716,ENSG00000136574,175,142.51,69,39.42857143,1.42E-39,PTHR10071,SF154
TTRE_0000363601-mRNA-1 transcript=TTRE_0000363601-mRNA-1 gene=TTRE_0000363601,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,130.954,65,43.33333333,3.56E-39,PTHR23050,SF155
TTRE_0000057201-mRNA-1 transcript=TTRE_0000057201-mRNA-1 gene=TTRE_0000057201,gnl|BL_ORD_ID|110524 ENSG00000149476|TKFC|ENST00000532173|TF608866,TKFC,ENST00000532173,ENSG00000149476,162,142.124,78,48.14814815,4.20E-39,PTHR28629,SF4
TTRE_0000294101-mRNA-1 transcript=TTRE_0000294101-mRNA-1 gene=TTRE_0000294101,gnl|BL_ORD_ID|79686 ENSG00000006652|IFRD1|ENST00000621379|PTHR12354,IFRD1,ENST00000621379,ENSG00000006652,402,147.132,120,29.85074627,6.22E-39,PTHR12354,
TTRE_0000185701-mRNA-1 transcript=TTRE_0000185701-mRNA-1 gene=TTRE_0000185701,gnl|BL_ORD_ID|175914 ENSG00000175354|PTPN2|ENST00000353319|PTHR19134_SF200,PTPN2,ENST00000353319,ENSG00000175354,354,142.51,83,23.44632768,6.59E-39,PTHR19134,SF200
TTRE_0000595901-mRNA-1 transcript=TTRE_0000595901-mRNA-1 gene=TTRE_0000595901,gnl|BL_ORD_ID|196882 ENSG00000124181|PLCG1|ENST00000608885|PTHR10336_SF52,PLCG1,ENST00000608885,ENSG00000124181,220,135.961,68,30.90909091,1.71E-38,PTHR10336,SF52
TTRE_0000045201-mRNA-1 transcript=TTRE_0000045201-mRNA-1 gene=TTRE_0000045201,gnl|BL_ORD_ID|14985 ENSG00000173744|AGFG1|ENST00000373671|PTHR23180_SF232,AGFG1,ENST00000373671,ENSG00000173744,523,135.961,57,10.89866157,4.44E-38,PTHR23180,SF232
TTRE_0000005901-mRNA-1 transcript=TTRE_0000005901-mRNA-1 gene=TTRE_0000005901,gnl|BL_ORD_ID|149442 ENSG00000103811|CTSH|ENST00000615999|PTHR12411_SF101,CTSH,ENST00000615999,ENSG00000103811,324,143.28,92,28.39506173,7.82E-38,PTHR12411,SF101
TTRE_0000793001-mRNA-1 transcript=TTRE_0000793001-mRNA-1 gene=TTRE_0000793001,gnl|BL_ORD_ID|110524 ENSG00000149476|TKFC|ENST00000532173|TF608866,TKFC,ENST00000532173,ENSG00000149476,162,134.035,74,45.67901235,1.11E-37,PTHR28629,SF4
TTRE_0000086301-mRNA-1 transcript=TTRE_0000086301-mRNA-1 gene=TTRE_0000086301,gnl|BL_ORD_ID|175914 ENSG00000175354|PTPN2|ENST00000353319|PTHR19134_SF200,PTPN2,ENST00000353319,ENSG00000175354,354,137.502,82,23.16384181,1.66E-37,PTHR19134,SF200
TTRE_0000953801-mRNA-1 transcript=TTRE_0000953801-mRNA-1 gene=TTRE_0000953801,gnl|BL_ORD_ID|89029 ENSG00000164733|CTSB|ENST00000533455|PTHR12411_SF285,CTSB,ENST00000533455,ENSG00000164733,340,132.109,68,20,4.23E-37,PTHR12411,SF285
TTRE_0000267201-mRNA-1 transcript=TTRE_0000267201-mRNA-1 gene=TTRE_0000267201,gnl|BL_ORD_ID|194140 ENSG00000149451|ADAM33|ENST00000350009|PTHR11905_SF38,ADAM33,ENST00000350009,ENSG00000149451,788,144.821,98,12.43654822,4.32E-37,PTHR11905,SF38
TTRE_0000388901-mRNA-1 transcript=TTRE_0000388901-mRNA-1 gene=TTRE_0000388901,gnl|BL_ORD_ID|18845 ENSG00000127837|AAMP|ENST00000420660|PTHR19857,AAMP,ENST00000420660,ENSG00000127837,416,138.658,106,25.48076923,2.28E-36,PTHR19857,
TTRE_0000203501-mRNA-1 transcript=TTRE_0000203501-mRNA-1 gene=TTRE_0000203501,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,125.176,60,40,4.34E-36,PTHR23050,SF155
TTRE_0000643501-mRNA-1 transcript=TTRE_0000643501-mRNA-1 gene=TTRE_0000643501,gnl|BL_ORD_ID|186810 ENSG00000130159|ECSIT|ENST00000585318|PTHR13113,ECSIT,ENST00000585318,ENSG00000130159,223,130.568,70,31.39013453,2.94E-35,PTHR13113,
TTRE_0000311101-mRNA-1 transcript=TTRE_0000311101-mRNA-1 gene=TTRE_0000311101,gnl|BL_ORD_ID|127311 ENSG00000197111|PCBP2|ENST00000552819|PTHR10288_SF97,PCBP2,ENST00000552819,ENSG00000197111,323,132.109,108,33.43653251,3.81E-35,PTHR10288,SF97
TTRE_0000042601-mRNA-1 transcript=TTRE_0000042601-mRNA-1 gene=TTRE_0000042601,gnl|BL_ORD_ID|180944 ENSG00000171747|LGALS4|ENST00000307751|PTHR11346_SF32,LGALS4,ENST00000307751,ENSG00000171747,324,130.568,88,27.16049383,4.35E-35,PTHR11346,SF32
TTRE_0000210101-mRNA-1 transcript=TTRE_0000210101-mRNA-1 gene=TTRE_0000210101,gnl|BL_ORD_ID|25281 ENSG00000093167|LRRFIP2|ENST00000354379|PTHR19212,LRRFIP2,ENST00000354379,ENSG00000093167,401,134.035,143,35.66084788,8.36E-35,PTHR19212,
TTRE_0000500601-mRNA-1 transcript=TTRE_0000500601-mRNA-1 gene=TTRE_0000500601,gnl|BL_ORD_ID|132915 ENSG00000133110|POSTN|ENST00000541481|PTHR10900,POSTN,ENST00000541481,ENSG00000133110,750,142.51,160,21.33333333,9.75E-35,PTHR10900,
TTRE_0000545401-mRNA-1 transcript=TTRE_0000545401-mRNA-1 gene=TTRE_0000545401,gnl|BL_ORD_ID|172597 ENSG00000108984|MAP2K6|ENST00000589647|PTHR24361_SF40,MAP2K6,ENST00000589647,ENSG00000108984,279,121.324,54,19.35483871,3.43E-34,PTHR24361,SF40
TTRE_0000317601-mRNA-1 transcript=TTRE_0000317601-mRNA-1 gene=TTRE_0000317601,gnl|BL_ORD_ID|195378 ENSG00000171552|BCL2L1|ENST00000376062|PTHR11256,BCL2L1,ENST00000376062,ENSG00000171552,234,122.479,63,26.92307692,4.60E-34,PTHR11256,
TTRE_0000147801-mRNA-1 transcript=TTRE_0000147801-mRNA-1 gene=TTRE_0000147801,gnl|BL_ORD_ID|162644 ENSG00000168961|LGALS9|ENST00000302228|PTHR11346_SF91,LGALS9,ENST00000302228,ENSG00000168961,324,127.102,93,28.7037037,4.78E-34,PTHR11346,SF91
TTRE_0000422601-mRNA-1 transcript=TTRE_0000422601-mRNA-1 gene=TTRE_0000422601,gnl|BL_ORD_ID|17897 ENSG00000118260|CREB1|ENST00000430624|PTHR22952_SF104,CREB1,ENST00000430624,ENSG00000118260,328,125.176,88,26.82926829,5.93E-34,PTHR22952,SF104
TTRE_0000233901-mRNA-1 transcript=TTRE_0000233901-mRNA-1 gene=TTRE_0000233901,gnl|BL_ORD_ID|9265 ENSG00000160691|SHC1|ENST00000368450|PTHR10337,SHC1,ENST00000368450,ENSG00000160691,474,130.568,72,15.18987342,1.13E-33,PTHR10337,
TTRE_0000917501-mRNA-1 transcript=TTRE_0000917501-mRNA-1 gene=TTRE_0000917501,gnl|BL_ORD_ID|149221 ENSG00000137857|DUOX1|ENST00000561220|PTHR11972_SF53,DUOX1,ENST00000561220,ENSG00000137857,445,125.946,66,14.83146067,1.82E-33,PTHR11972,SF53
TTRE_0000436101-mRNA-1 transcript=TTRE_0000436101-mRNA-1 gene=TTRE_0000436101,gnl|BL_ORD_ID|145978 ENSG00000069667|RORA|ENST00000449337|PTHR24082_SF108,RORA,ENST00000449337,ENSG00000069667,469,129.413,78,16.63113006,6.82E-33,PTHR24082,SF108
TTRE_0000410401-mRNA-1 transcript=TTRE_0000410401-mRNA-1 gene=TTRE_0000410401,gnl|BL_ORD_ID|208388 ENSG00000102003|SYP|ENST00000479808|PTHR10306,SYP,ENST00000479808,ENSG00000102003,314,122.094,68,21.65605096,7.72E-33,PTHR10306,
TTRE_0000553101-mRNA-1 transcript=TTRE_0000553101-mRNA-1 gene=TTRE_0000553101,gnl|BL_ORD_ID|17727 ENSG00000115252|PDE1A|ENST00000410103|PTHR11347_SF34,PDE1A,ENST00000410103,ENSG00000115252,536,125.176,77,14.36567164,1.53E-32,PTHR11347,SF34
TTRE_0000902301-mRNA-1 transcript=TTRE_0000902301-mRNA-1 gene=TTRE_0000902301,gnl|BL_ORD_ID|194140 ENSG00000149451|ADAM33|ENST00000350009|PTHR11905_SF38,ADAM33,ENST00000350009,ENSG00000149451,788,132.109,97,12.30964467,2.37E-32,PTHR11905,SF38
TTRE_0000694001-mRNA-1 transcript=TTRE_0000694001-mRNA-1 gene=TTRE_0000694001,gnl|BL_ORD_ID|169768 ENSG00000004139|SARM1|ENST00000579593|PTHR22998,SARM1,ENST00000579593,ENSG00000004139,108,120.939,51,47.22222222,7.25E-32,PTHR22998,
TTRE_0000793101-mRNA-1 transcript=TTRE_0000793101-mRNA-1 gene=TTRE_0000793101,gnl|BL_ORD_ID|89429 ENSG00000165272|AQP3|ENST00000297991|PTHR19139_SF101,AQP3,ENST00000297991,ENSG00000165272,293,119.013,88,30.03412969,1.12E-31,PTHR19139,SF101
4842seq,gnl|BL_ORD_ID|98991 ENSG00000066468|FGFR2|ENST00000429361|PTHR24416_SF130,FGFR2,ENST00000429361,ENSG00000066468,372,119.783,82,22.04301075,1.42E-31,PTHR24416,SF130
TTRE_0000102801-mRNA-1 transcript=TTRE_0000102801-mRNA-1 gene=TTRE_0000102801,gnl|BL_ORD_ID|89924 ENSG00000119487|MAPKAP1|ENST00000373498|PTHR13335,MAPKAP1,ENST00000373498,ENSG00000119487,523,128.257,109,20.84130019,2.30E-31,PTHR13335,
TTRE_0000764901-mRNA-1 transcript=TTRE_0000764901-mRNA-1 gene=TTRE_0000764901,gnl|BL_ORD_ID|180944 ENSG00000171747|LGALS4|ENST00000307751|PTHR11346_SF32,LGALS4,ENST00000307751,ENSG00000171747,324,119.398,86,26.54320988,3.37E-31,PTHR11346,SF32
TTRE_0000497601-mRNA-1 transcript=TTRE_0000497601-mRNA-1 gene=TTRE_0000497601,gnl|BL_ORD_ID|187618 ENSG00000126457|PRMT1|ENST00000527382|PTHR11006_SF54,PRMT1,ENST00000527382,ENSG00000126457,205,113.235,62,30.24390244,7.65E-31,PTHR11006,SF54
TTRE_0000722201-mRNA-1 transcript=TTRE_0000722201-mRNA-1 gene=TTRE_0000722201,gnl|BL_ORD_ID|89998 ENSG00000119333|WDR34|ENST00000372715|PTHR12442_SF26,WDR34,ENST00000372715,ENSG00000119333,537,126.716,113,21.04283054,1.03E-30,PTHR12442,SF26
TTRE_0000296601-mRNA-1 transcript=TTRE_0000296601-mRNA-1 gene=TTRE_0000296601,gnl|BL_ORD_ID|134765 ENSG00000129514|FOXA1|ENST00000250448|PTHR11829_SF132,FOXA1,ENST00000250448,ENSG00000129514,473,119.013,53,11.205074,4.12E-30,PTHR11829,SF132
TTRE_0000047601-mRNA-1 transcript=TTRE_0000047601-mRNA-1 gene=TTRE_0000047601,gnl|BL_ORD_ID|78783 ENSG00000105974|CAV1|ENST00000614113|PTHR10844,CAV1,ENST00000614113,ENSG00000105974,148,110.153,46,31.08108108,7.73E-30,PTHR10844,
TTRE_0000510401-mRNA-1 transcript=TTRE_0000510401-mRNA-1 gene=TTRE_0000510401,gnl|BL_ORD_ID|104566 ENSG00000137673|MMP7|ENST00000260227|PTHR10201_SF128,MMP7,ENST00000260227,ENSG00000137673,268,113.62,82,30.59701493,3.70E-29,PTHR10201,SF128
TTRE_0000617601-mRNA-1 transcript=TTRE_0000617601-mRNA-1 gene=TTRE_0000617601,gnl|BL_ORD_ID|25705 ENSG00000132170|PPARG|ENST00000397000|PTHR24082_SF14,PPARG,ENST00000397000,ENSG00000132170,249,109.383,52,20.88353414,6.95E-29,PTHR24082,SF14
3020seq,gnl|BL_ORD_ID|100718 ENSG00000136754|ABI1|ENST00000536334|PTHR10460_SF2,ABI1,ENST00000536334,ENSG00000136754,394,110.923,63,15.98984772,1.07E-27,PTHR10460,SF2
TTRE_0000683901-mRNA-1 transcript=TTRE_0000683901-mRNA-1 gene=TTRE_0000683901,gnl|BL_ORD_ID|178078 ENSG00000172175|MALT1|ENST00000650045|PTHR22576,MALT1,ENST00000650045,ENSG00000172175,469,117.087,85,18.12366738,1.62E-27,PTHR22576,
TTRE_0000539301-mRNA-1 transcript=TTRE_0000539301-mRNA-1 gene=TTRE_0000539301,gnl|BL_ORD_ID|106768 ENSG00000084207|GSTP1|ENST00000398606|PTHR11571_SF96,GSTP1,ENST00000398606,ENSG00000084207,211,108.612,65,30.8056872,2.56E-27,PTHR11571,SF96
TTRE_0000588501-mRNA-1 transcript=TTRE_0000588501-mRNA-1 gene=TTRE_0000588501,gnl|BL_ORD_ID|175914 ENSG00000175354|PTPN2|ENST00000353319|PTHR19134_SF200,PTPN2,ENST00000353319,ENSG00000175354,354,112.079,82,23.16384181,2.81E-27,PTHR19134,SF200
TTRE_0000420401-mRNA-1 transcript=TTRE_0000420401-mRNA-1 gene=TTRE_0000420401,gnl|BL_ORD_ID|9146 ENSG00000116977|LGALS8|ENST00000454943|PTHR11346_SF22,LGALS8,ENST00000454943,ENSG00000116977,168,105.916,51,30.35714286,2.96E-27,PTHR11346,SF22
TTRE_0000632201-mRNA-1 transcript=TTRE_0000632201-mRNA-1 gene=TTRE_0000632201,gnl|BL_ORD_ID|168904 ENSG00000108561|C1QBP|ENST00000570805|PTHR10826_SF1,C1QBP,ENST00000570805,ENSG00000108561,177,102.064,55,31.07344633,7.03E-27,PTHR10826,SF1
TTRE_0000619201-mRNA-1 transcript=TTRE_0000619201-mRNA-1 gene=TTRE_0000619201,gnl|BL_ORD_ID|592 ENSG00000142748|FCN3|ENST00000354982|PTHR19143_SF173,FCN3,ENST00000354982,ENSG00000142748,289,106.301,73,25.25951557,9.46E-27,PTHR19143,SF173
TTRE_0000427601-mRNA-1 transcript=TTRE_0000427601-mRNA-1 gene=TTRE_0000427601,gnl|BL_ORD_ID|202070 ENSG00000240972|MIF|ENST00000215754|PTHR11954_SF6,MIF,ENST00000215754,ENSG00000240972,116,98.9821,47,40.51724138,1.35E-26,PTHR11954,SF6
TTRE_0000221501-mRNA-1 transcript=TTRE_0000221501-mRNA-1 gene=TTRE_0000221501,gnl|BL_ORD_ID|211024 ENSG00000102103|PQBP1|ENST00000456306|PTHR21737,PQBP1,ENST00000456306,ENSG00000102103,150,101.679,61,40.66666667,1.73E-26,PTHR21737,
1205seq,gnl|BL_ORD_ID|158975 ENSG00000187555|USP7|ENST00000569230,USP7,ENST00000569230,ENSG00000187555,118,100.523,46,38.98305085,2.16E-26,PTHR24006,SF89
TTRE_0000583501-mRNA-1 transcript=TTRE_0000583501-mRNA-1 gene=TTRE_0000583501,gnl|BL_ORD_ID|180470 ENSG00000196415|PRTN3|ENST00000234347|PTHR24257,PRTN3,ENST00000234347,ENSG00000196415,257,105.145,84,32.6848249,2.82E-26,PTHR24257,
TTRE_0000257001-mRNA-1 transcript=TTRE_0000257001-mRNA-1 gene=TTRE_0000257001,gnl|BL_ORD_ID|86714 ENSG00000253729|PRKDC|ENST00000536429|PTHR11139_SF54,PRKDC,ENST00000536429,ENSG00000253729,91,96.6709,42,46.15384615,3.19E-26,PTHR11139,SF54
TTRE_0000838601-mRNA-1 transcript=TTRE_0000838601-mRNA-1 gene=TTRE_0000838601,gnl|BL_ORD_ID|79865 ENSG00000078579|FGF20|ENST00000180166|PTHR11486_SF72,FGF20,ENST00000180166,ENSG00000078579,212,100.908,53,25,3.20E-26,PTHR11486,SF72
TTRE_0000264001-mRNA-1 transcript=TTRE_0000264001-mRNA-1 gene=TTRE_0000264001,gnl|BL_ORD_ID|592 ENSG00000142748|FCN3|ENST00000354982|PTHR19143_SF173,FCN3,ENST00000354982,ENSG00000142748,289,104.76,86,29.75778547,3.22E-26,PTHR19143,SF173
TTRE_0000238001-mRNA-1 transcript=TTRE_0000238001-mRNA-1 gene=TTRE_0000238001,gnl|BL_ORD_ID|13537 ENSG00000203710|CR1|ENST00000529814|PTHR19325_SF344,CR1,ENST00000529814,ENSG00000203710,661,117.087,159,24.05446293,4.45E-26,PTHR19325,SF344
TTRE_0000031401-mRNA-1 transcript=TTRE_0000031401-mRNA-1 gene=TTRE_0000031401,gnl|BL_ORD_ID|96361 ENSG00000165699|TSC1|ENST00000647462|PTHR15154,TSC1,ENST00000647462,ENSG00000165699,454,112.079,105,23.1277533,3.10E-25,PTHR15154,
TTRE_0000091001-mRNA-1 transcript=TTRE_0000091001-mRNA-1 gene=TTRE_0000091001,gnl|BL_ORD_ID|33795 ENSG00000196455|PIK3R4|ENST00000507330|PTHR17583,PIK3R4,ENST00000507330,ENSG00000196455,129,101.293,56,43.41085271,1.89E-24,PTHR17583,
TTRE_0000170201-mRNA-1 transcript=TTRE_0000170201-mRNA-1 gene=TTRE_0000170201,gnl|BL_ORD_ID|19610 ENSG00000138071|ACTR2|ENST00000542850|PTHR11937_SF149,ACTR2,ENST00000542850,ENSG00000138071,340,103.219,86,25.29411765,4.58E-24,PTHR11937,SF149
TTRE_0000617701-mRNA-1 transcript=TTRE_0000617701-mRNA-1 gene=TTRE_0000617701,gnl|BL_ORD_ID|117334 ENSG00000025434|NR1H3|ENST00000616973|PTHR24082_SF259,NR1H3,ENST00000616973,ENSG00000025434,454,106.686,70,15.4185022,8.16E-24,PTHR24082,SF259
TTRE_0000588801-mRNA-1 transcript=TTRE_0000588801-mRNA-1 gene=TTRE_0000588801,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,98.5969,49,32.66666667,1.19E-23,PTHR23050,SF155
1896seq,gnl|BL_ORD_ID|101679 ENSG00000015171|ZMYND11|ENST00000558098|PTHR24102_SF12,ZMYND11,ENST00000558098,ENSG00000015171,569,102.834,70,12.30228471,5.05E-23,PTHR24102,SF12
TTRE_0000456001-mRNA-1 transcript=TTRE_0000456001-mRNA-1 gene=TTRE_0000456001,gnl|BL_ORD_ID|17856 ENSG00000138031|ADCY3|ENST00000433852|PTHR11920_SF221,ADCY3,ENST00000433852,ENSG00000138031,155,94.7449,54,34.83870968,7.51E-23,PTHR11920,SF221
TTRE_0000298901-mRNA-1 transcript=TTRE_0000298901-mRNA-1 gene=TTRE_0000298901,gnl|BL_ORD_ID|16126 ENSG00000171132|PRKCE|ENST00000421201|PTHR24357_SF52,PRKCE,ENST00000421201,ENSG00000171132,127,87.0409,44,34.64566929,1.46E-22,PTHR24357,SF52
TTRE_0000359901-mRNA-1 transcript=TTRE_0000359901-mRNA-1 gene=TTRE_0000359901,gnl|BL_ORD_ID|99388 ENSG00000015171|ZMYND11|ENST00000381604|PTHR24102_SF12,ZMYND11,ENST00000381604,ENSG00000015171,483,101.293,56,11.5942029,1.92E-22,PTHR24102,SF12
TTRE_0000762901-mRNA-1 transcript=TTRE_0000762901-mRNA-1 gene=TTRE_0000762901,gnl|BL_ORD_ID|99388 ENSG00000015171|ZMYND11|ENST00000381604|PTHR24102_SF12,ZMYND11,ENST00000381604,ENSG00000015171,483,100.523,56,11.5942029,2.44E-22,PTHR24102,SF12
TTRE_0000856001-mRNA-1 transcript=TTRE_0000856001-mRNA-1 gene=TTRE_0000856001,gnl|BL_ORD_ID|82672 ENSG00000121022|COPS5|ENST00000518747|PTHR10410_SF6,COPS5,ENST00000518747,ENSG00000121022,151,88.9669,50,33.11258278,4.59E-22,PTHR10410,SF6
TTRE_0000903501-mRNA-1 transcript=TTRE_0000903501-mRNA-1 gene=TTRE_0000903501,gnl|BL_ORD_ID|199534 ENSG00000160179|ABCG1|ENST00000398449|PTHR19241_SF177,ABCG1,ENST00000398449,ENSG00000160179,667,102.449,76,11.39430285,4.69E-22,PTHR19241,SF177
TTRE_0000595001-mRNA-1 transcript=TTRE_0000595001-mRNA-1 gene=TTRE_0000595001,gnl|BL_ORD_ID|82928 ENSG00000121022|COPS5|ENST00000517736|PTHR10410_SF6,COPS5,ENST00000517736,ENSG00000121022,198,90.5077,62,31.31313131,6.76E-22,PTHR10410,SF6
TTRE_0000569401-mRNA-1 transcript=TTRE_0000569401-mRNA-1 gene=TTRE_0000569401,gnl|BL_ORD_ID|56490 ENSG00000173221|GLRX|ENST00000508780|TF603922,GLRX,ENST00000508780,ENSG00000173221,107,83.5741,43,40.18691589,7.34E-22,PTHR46185,SF1
TTRE_0000210201-mRNA-1 transcript=TTRE_0000210201-mRNA-1 gene=TTRE_0000210201,gnl|BL_ORD_ID|80180 ENSG00000147669|POLR2K|ENST00000353107|PTHR12056_SF3,POLR2K,ENST00000353107,ENSG00000147669,59,78.9518,34,57.62711864,2.74E-21,PTHR12056,SF3
TTRE_0000959401-mRNA-1 transcript=TTRE_0000959401-mRNA-1 gene=TTRE_0000959401,gnl|BL_ORD_ID|121831 ENSG00000123360|PDE1B|ENST00000538346|PTHR11347_SF83,PDE1B,ENST00000538346,ENSG00000123360,496,92.8189,56,11.29032258,3.47E-21,PTHR11347,SF83
TTRE_0000720801-mRNA-1 transcript=TTRE_0000720801-mRNA-1 gene=TTRE_0000720801,gnl|BL_ORD_ID|70971 ENSG00000105835|NAMPT|ENST00000424768|PTHR11098,NAMPT,ENST00000424768,ENSG00000105835,88,83.9593,40,45.45454545,5.35E-21,PTHR11098,
