query,hit identifier,gene,transcript,ensembl,length,bits,identities,percent_identity,e value,ensemblfamily,subfamily
TTRE_0000185101-mRNA-1 transcript=TTRE_0000185101-mRNA-1 gene=TTRE_0000185101,gnl|BL_ORD_ID|65796 ENSG00000214338|SOGA3|ENST00000465909|PTHR15742,SOGA3,ENST00000465909,ENSG00000214338,945,112.464,132,13.96825397,3.42E-24,PTHR15742,
TTRE_0000685001-mRNA-1 transcript=TTRE_0000685001-mRNA-1 gene=TTRE_0000685001,gnl|BL_ORD_ID|106759 ENSG00000173933|RBM4|ENST00000409406|PTHR24012_SF242,RBM4,ENST00000409406,ENSG00000173933,365,99.7525,43,11.78082192,3.47E-24,PTHR24012,SF242
TTRE_0000511901-mRNA-1 transcript=TTRE_0000511901-mRNA-1 gene=TTRE_0000511901,gnl|BL_ORD_ID|109540 ENSG00000109846|CRYAB|ENST00000526167|PTHR11527_SF37,CRYAB,ENST00000526167,ENSG00000109846,106,89.3521,43,40.56603774,3.63E-24,PTHR11527,SF37
TTRE_0000262801-mRNA-1 transcript=TTRE_0000262801-mRNA-1 gene=TTRE_0000262801,gnl|BL_ORD_ID|39111 ENSG00000164120|HPGD|ENST00000296521|PTHR24310,HPGD,ENST00000296521,ENSG00000164120,179,97.0561,60,33.51955307,3.72E-24,PTHR24310,
TTRE_0000113401-mRNA-1 transcript=TTRE_0000113401-mRNA-1 gene=TTRE_0000113401,gnl|BL_ORD_ID|143734 ENSG00000242028|HYPK|ENST00000442995|PTHR31184,HYPK,ENST00000442995,ENSG00000242028,130,90.5077,52,40,3.74E-24,PTHR31184,
TTRE_0000251001-mRNA-1 transcript=TTRE_0000251001-mRNA-1 gene=TTRE_0000251001,gnl|BL_ORD_ID|62006 ENSG00000124749|COL21A1|ENST00000370819|PTHR24023_SF484,COL21A1,ENST00000370819,ENSG00000124749,955,103.99,98,10.2617801,3.82E-24,PTHR24023,SF484
TTRE_0000606801-mRNA-1 transcript=TTRE_0000606801-mRNA-1 gene=TTRE_0000606801,gnl|BL_ORD_ID|38710 ENSG00000132467|UTP3|ENST00000254803|PTHR13237_SF8,UTP3,ENST00000254803,ENSG00000132467,480,107.842,106,22.08333333,3.84E-24,PTHR13237,SF8
TTRE_0000404501-mRNA-1 transcript=TTRE_0000404501-mRNA-1 gene=TTRE_0000404501,gnl|BL_ORD_ID|77502 ENSG00000164619|BMPER|ENST00000648305|PTHR11339_SF254,BMPER,ENST00000648305,ENSG00000164619,223,95.5153,47,21.07623318,3.86E-24,PTHR11339,SF254
TTRE_0000110001-mRNA-1 transcript=TTRE_0000110001-mRNA-1 gene=TTRE_0000110001,gnl|BL_ORD_ID|17527 ENSG00000138385|SSB|ENST00000422006|PTHR22792_SF2,SSB,ENST00000422006,ENSG00000138385,184,100.138,59,32.06521739,3.90E-24,PTHR22792,SF2
TTRE_0000246701-mRNA-1 transcript=TTRE_0000246701-mRNA-1 gene=TTRE_0000246701,gnl|BL_ORD_ID|75621 ENSG00000128607|KLHDC10|ENST00000468226|PTHR23244_SF270,KLHDC10,ENST00000468226,ENSG00000128607,144,98.2117,50,34.72222222,3.91E-24,PTHR23244,SF270
TTRE_0000274701-mRNA-1 transcript=TTRE_0000274701-mRNA-1 gene=TTRE_0000274701,gnl|BL_ORD_ID|352 ENSG00000215717|TMEM167B|ENST00000338272|PTHR13229_SF6,TMEM167B,ENST00000338272,ENSG00000215717,75,87.0409,40,53.33333333,3.97E-24,PTHR13229,SF6
TTRE_0000689301-mRNA-1 transcript=TTRE_0000689301-mRNA-1 gene=TTRE_0000689301,gnl|BL_ORD_ID|16690 ENSG00000136718|IMP4|ENST00000409935|PTHR22734,IMP4,ENST00000409935,ENSG00000136718,249,98.2117,75,30.12048193,3.97E-24,PTHR22734,
TTRE_0000452101-mRNA-1 transcript=TTRE_0000452101-mRNA-1 gene=TTRE_0000452101,gnl|BL_ORD_ID|163399 ENSG00000262814|MRPL12|ENST00000333676|PTHR11809_SF22,MRPL12,ENST00000333676,ENSG00000262814,199,95.9005,60,30.15075377,4.13E-24,PTHR11809,SF22
TTRE_0000608301-mRNA-1 transcript=TTRE_0000608301-mRNA-1 gene=TTRE_0000608301,gnl|BL_ORD_ID|70061 ENSG00000106244|PDAP1|ENST00000350498|PTHR22055,PDAP1,ENST00000350498,ENSG00000106244,182,94.7449,45,24.72527473,4.29E-24,PTHR22055,
TTRE_0000123601-mRNA-1 transcript=TTRE_0000123601-mRNA-1 gene=TTRE_0000123601,gnl|BL_ORD_ID|17377 ENSG00000171055|FEZ2|ENST00000414288|PTHR12394,FEZ2,ENST00000414288,ENSG00000171055,139,98.2117,56,40.28776978,4.43E-24,PTHR12394,
TTRE_0000170201-mRNA-1 transcript=TTRE_0000170201-mRNA-1 gene=TTRE_0000170201,gnl|BL_ORD_ID|19610 ENSG00000138071|ACTR2|ENST00000542850|PTHR11937_SF149,ACTR2,ENST00000542850,ENSG00000138071,340,103.219,86,25.29411765,4.58E-24,PTHR11937,SF149
TTRE_0000609701-mRNA-1 transcript=TTRE_0000609701-mRNA-1 gene=TTRE_0000609701,gnl|BL_ORD_ID|26276 ENSG00000091513|TF|ENST00000402696|PTHR11485_SF23,TF,ENST00000402696,ENSG00000091513,699,108.997,165,23.60515021,4.65E-24,PTHR11485,SF23
TTRE_0000833501-mRNA-1 transcript=TTRE_0000833501-mRNA-1 gene=TTRE_0000833501,gnl|BL_ORD_ID|202527 ENSG00000099994|SUSD2|ENST00000358321|PTHR13802,SUSD2,ENST00000358321,ENSG00000099994,823,103.99,85,10.32806804,4.77E-24,PTHR13802,
TTRE_0000669401-mRNA-1 transcript=TTRE_0000669401-mRNA-1 gene=TTRE_0000669401,gnl|BL_ORD_ID|69196 ENSG00000106211|HSPB1|ENST00000248553|PTHR11527_SF114,HSPB1,ENST00000248553,ENSG00000106211,206,94.3597,56,27.18446602,5.27E-24,PTHR11527,SF114
TTRE_0000036201-mRNA-1 transcript=TTRE_0000036201-mRNA-1 gene=TTRE_0000036201,gnl|BL_ORD_ID|197758 ENSG00000166619|BLCAP|ENST00000432507|PTHR13259_SF1,BLCAP,ENST00000432507,ENSG00000166619,87,87.8113,45,51.72413793,5.42E-24,PTHR13259,SF1
TTRE_0000827801-mRNA-1 transcript=TTRE_0000827801-mRNA-1 gene=TTRE_0000827801,gnl|BL_ORD_ID|100299 ENSG00000065154|OAT|ENST00000539214|PTHR11986_SF18,OAT,ENST00000539214,ENSG00000065154,302,96.2857,64,21.19205298,5.56E-24,PTHR11986,SF18
TTRE_0000626401-mRNA-1 transcript=TTRE_0000626401-mRNA-1 gene=TTRE_0000626401,gnl|BL_ORD_ID|69995 ENSG00000106153|CHCHD2|ENST00000395422|PTHR13523_SF3,CHCHD2,ENST00000395422,ENSG00000106153,152,91.2781,49,32.23684211,5.71E-24,PTHR13523,SF3
TTRE_0000391901-mRNA-1 transcript=TTRE_0000391901-mRNA-1 gene=TTRE_0000391901,gnl|BL_ORD_ID|194651 ENSG00000125995|ROMO1|ENST00000374077|TF628574,ROMO1,ENST00000374077,ENSG00000125995,80,87.0409,42,52.5,5.93E-24,TF628574,
TTRE_0000732001-mRNA-1 transcript=TTRE_0000732001-mRNA-1 gene=TTRE_0000732001,gnl|BL_ORD_ID|96455 ENSG00000122729|ACO1|ENST00000541043|PTHR11670_SF32,ACO1,ENST00000541043,ENSG00000122729,890,106.686,138,15.50561798,6.16E-24,PTHR11670,SF32
TTRE_0000553301-mRNA-1 transcript=TTRE_0000553301-mRNA-1 gene=TTRE_0000553301,gnl|BL_ORD_ID|39046 ENSG00000174343|CHRNA9|ENST00000310169|PTHR18945_SF214,CHRNA9,ENST00000310169,ENSG00000174343,480,103.605,75,15.625,6.96E-24,PTHR18945,SF214
TTRE_0000524801-mRNA-1 transcript=TTRE_0000524801-mRNA-1 gene=TTRE_0000524801,gnl|BL_ORD_ID|137266 ENSG00000213741|RPS29|ENST00000554075|PTHR12010_SF3,RPS29,ENST00000554075,ENSG00000213741,88,97.4413,40,45.45454545,7.37E-24,PTHR12010,SF3
TTRE_0000617701-mRNA-1 transcript=TTRE_0000617701-mRNA-1 gene=TTRE_0000617701,gnl|BL_ORD_ID|117334 ENSG00000025434|NR1H3|ENST00000616973|PTHR24082_SF259,NR1H3,ENST00000616973,ENSG00000025434,454,106.686,70,15.4185022,8.16E-24,PTHR24082,SF259
TTRE_0000111201-mRNA-1 transcript=TTRE_0000111201-mRNA-1 gene=TTRE_0000111201,gnl|BL_ORD_ID|99619 ENSG00000198879|SFMBT2|ENST00000397167|PTHR12247_SF62,SFMBT2,ENST00000397167,ENSG00000198879,895,110.538,149,16.64804469,8.64E-24,PTHR12247,SF62
TTRE_0000177601-mRNA-1 transcript=TTRE_0000177601-mRNA-1 gene=TTRE_0000177601,gnl|BL_ORD_ID|185151 ENSG00000167657|DAPK3|ENST00000545797|PTHR22964_SF50,DAPK3,ENST00000545797,ENSG00000167657,455,106.686,87,19.12087912,9.05E-24,PTHR22964,SF50
TTRE_0000898601-mRNA-1 transcript=TTRE_0000898601-mRNA-1 gene=TTRE_0000898601,gnl|BL_ORD_ID|66745 ENSG00000124635|HIST1H2BJ|ENST00000607124|PTHR23428,HIST1H2BJ,ENST00000607124,ENSG00000124635,127,87.4261,42,33.07086614,9.35E-24,PTHR23428,
TTRE_0000377001-mRNA-1 transcript=TTRE_0000377001-mRNA-1 gene=TTRE_0000377001,gnl|BL_ORD_ID|67990 ENSG00000049618|ARID1B|ENST00000635928|PTHR12656_SF11,ARID1B,ENST00000635928,ENSG00000049618,313,104.76,63,20.12779553,9.40E-24,PTHR12656,SF11
TTRE_0000105801-mRNA-1 transcript=TTRE_0000105801-mRNA-1 gene=TTRE_0000105801,gnl|BL_ORD_ID|58888 ENSG00000204568|MRPS18B|ENST00000259873|PTHR13329,MRPS18B,ENST00000259873,ENSG00000204568,259,97.0561,51,19.69111969,9.52E-24,PTHR13329,
TTRE_0000217601-mRNA-1 transcript=TTRE_0000217601-mRNA-1 gene=TTRE_0000217601,gnl|BL_ORD_ID|195724 ENSG00000101464|PIGU|ENST00000438215|PTHR13121,PIGU,ENST00000438215,ENSG00000101464,170,97.4413,47,27.64705882,9.67E-24,PTHR13121,
TTRE_0000367101-mRNA-1 transcript=TTRE_0000367101-mRNA-1 gene=TTRE_0000367101,gnl|BL_ORD_ID|210439 ENSG00000203879|GDI1|ENST00000447750|PTHR11787,GDI1,ENST00000447750,ENSG00000203879,448,103.605,86,19.19642857,9.70E-24,PTHR11787,
TTRE_0000284601-mRNA-1 transcript=TTRE_0000284601-mRNA-1 gene=TTRE_0000284601,gnl|BL_ORD_ID|85866 ENSG00000169427|KCNK9|ENST00000649473|PTHR11003_SF75,KCNK9,ENST00000649473,ENSG00000169427,363,103.219,70,19.28374656,1.01E-23,PTHR11003,SF75
TTRE_0000818101-mRNA-1 transcript=TTRE_0000818101-mRNA-1 gene=TTRE_0000818101,gnl|BL_ORD_ID|175763 ENSG00000066926|FECH|ENST00000262093|PTHR11108,FECH,ENST00000262093,ENSG00000066926,424,101.293,82,19.33962264,1.04E-23,PTHR11108,
TTRE_0000768101-mRNA-1 transcript=TTRE_0000768101-mRNA-1 gene=TTRE_0000768101,gnl|BL_ORD_ID|59568 ENSG00000197903|HIST1H2BK|ENST00000356950|PTHR23428,HIST1H2BK,ENST00000356950,ENSG00000197903,127,89.7373,50,39.37007874,1.11E-23,PTHR23428,
TTRE_0000890301-mRNA-1 transcript=TTRE_0000890301-mRNA-1 gene=TTRE_0000890301,gnl|BL_ORD_ID|63343 ENSG00000273703|HIST1H2BM|ENST00000621112|PTHR23428,HIST1H2BM,ENST00000621112,ENSG00000273703,127,88.1965,42,33.07086614,1.18E-23,PTHR23428,
TTRE_0000588801-mRNA-1 transcript=TTRE_0000588801-mRNA-1 gene=TTRE_0000588801,gnl|BL_ORD_ID|192318 ENSG00000160014|CALM3|ENST00000596362|PTHR23050_SF155,CALM3,ENST00000596362,ENSG00000160014,150,98.5969,49,32.66666667,1.19E-23,PTHR23050,SF155
TTRE_0000033201-mRNA-1 transcript=TTRE_0000033201-mRNA-1 gene=TTRE_0000033201,gnl|BL_ORD_ID|1746 ENSG00000116791|CRYZ|ENST00000417775|PTHR11695_SF31,CRYZ,ENST00000417775,ENSG00000116791,330,101.293,79,23.93939394,1.23E-23,PTHR11695,SF31
TTRE_0000172601-mRNA-1 transcript=TTRE_0000172601-mRNA-1 gene=TTRE_0000172601,gnl|BL_ORD_ID|166460 ENSG00000136457|CHAD|ENST00000508540|PTHR24367_SF24,CHAD,ENST00000508540,ENSG00000136457,360,102.449,78,21.66666667,1.27E-23,PTHR24367,SF24
TTRE_0000588401-mRNA-1 transcript=TTRE_0000588401-mRNA-1 gene=TTRE_0000588401,gnl|BL_ORD_ID|79975 ENSG00000170323|FABP4|ENST00000256104|PTHR11955_SF71,FABP4,ENST00000256104,ENSG00000170323,133,89.3521,53,39.84962406,1.29E-23,PTHR11955,SF71
TTRE_0000537001-mRNA-1 transcript=TTRE_0000537001-mRNA-1 gene=TTRE_0000537001,gnl|BL_ORD_ID|102814 ENSG00000170370|EMX2|ENST00000553456|PTHR24339_SF25,EMX2,ENST00000553456,ENSG00000170370,253,93.2041,51,20.15810277,1.32E-23,PTHR24339,SF25
TTRE_0000298001-mRNA-1 transcript=TTRE_0000298001-mRNA-1 gene=TTRE_0000298001,gnl|BL_ORD_ID|135347 ENSG00000198732|SMOC1|ENST00000361956|PTHR12352,SMOC1,ENST00000361956,ENSG00000198732,436,105.145,70,16.05504587,1.42E-23,PTHR12352,
TTRE_0000563801-mRNA-1 transcript=TTRE_0000563801-mRNA-1 gene=TTRE_0000563801,gnl|BL_ORD_ID|182990 ENSG00000160439|RDH13|ENST00000415061|PTHR24320_SF38,RDH13,ENST00000415061,ENSG00000160439,332,103.605,86,25.90361446,1.42E-23,PTHR24320,SF38
TTRE_0000767701-mRNA-1 transcript=TTRE_0000767701-mRNA-1 gene=TTRE_0000767701,gnl|BL_ORD_ID|69196 ENSG00000106211|HSPB1|ENST00000248553|PTHR11527_SF114,HSPB1,ENST00000248553,ENSG00000106211,206,92.8189,52,25.24271845,1.51E-23,PTHR11527,SF114
TTRE_0000761701-mRNA-1 transcript=TTRE_0000761701-mRNA-1 gene=TTRE_0000761701,gnl|BL_ORD_ID|111134 ENSG00000142082|SIRT3|ENST00000529382|PTHR11085_SF14,SIRT3,ENST00000529382,ENSG00000142082,258,101.679,63,24.41860465,1.52E-23,PTHR11085,SF14
TTRE_0000175801-mRNA-1 transcript=TTRE_0000175801-mRNA-1 gene=TTRE_0000175801,gnl|BL_ORD_ID|89176 ENSG00000054148|PHPT1|ENST00000247665|PTHR12258,PHPT1,ENST00000247665,ENSG00000054148,126,89.3521,45,35.71428571,1.60E-23,PTHR12258,
TTRE_0000365701-mRNA-1 transcript=TTRE_0000365701-mRNA-1 gene=TTRE_0000365701,gnl|BL_ORD_ID|203722 ENSG00000128309|MPST|ENST00000401419|PTHR11364,MPST,ENST00000401419,ENSG00000128309,298,100.523,68,22.81879195,1.65E-23,PTHR11364,
TTRE_0000758301-mRNA-1 transcript=TTRE_0000758301-mRNA-1 gene=TTRE_0000758301,gnl|BL_ORD_ID|2416 ENSG00000162377|COA7|ENST00000371538|PTHR13891,COA7,ENST00000371538,ENSG00000162377,232,95.5153,63,27.15517241,1.65E-23,PTHR13891,
TTRE_0000184101-mRNA-1 transcript=TTRE_0000184101-mRNA-1 gene=TTRE_0000184101,gnl|BL_ORD_ID|104595 ENSG00000118363|SPCS2|ENST00000263672|PTHR13085,SPCS2,ENST00000263672,ENSG00000118363,227,94.3597,54,23.78854626,1.70E-23,PTHR13085,
TTRE_0000754201-mRNA-1 transcript=TTRE_0000754201-mRNA-1 gene=TTRE_0000754201,gnl|BL_ORD_ID|165839 ENSG00000132383|RPA1|ENST00000574049|PTHR23273_SF0,RPA1,ENST00000574049,ENSG00000132383,314,97.4413,50,15.92356688,1.77E-23,PTHR23273,SF0
TTRE_0000709301-mRNA-1 transcript=TTRE_0000709301-mRNA-1 gene=TTRE_0000709301,gnl|BL_ORD_ID|190833 ENSG00000065000|AP3D1|ENST00000643010|PTHR22781_SF12,AP3D1,ENST00000643010,ENSG00000065000,431,101.293,49,11.36890951,1.79E-23,PTHR22781,SF12
TTRE_0000483301-mRNA-1 transcript=TTRE_0000483301-mRNA-1 gene=TTRE_0000483301,gnl|BL_ORD_ID|52408 ENSG00000131437|KIF3A|ENST00000618515|PTHR24115_SF53,KIF3A,ENST00000618515,ENSG00000131437,726,108.612,91,12.53443526,1.80E-23,PTHR24115,SF53
TTRE_0000900001-mRNA-1 transcript=TTRE_0000900001-mRNA-1 gene=TTRE_0000900001,gnl|BL_ORD_ID|162436 ENSG00000108960|MMD|ENST00000262065|PTHR20855_SF26,MMD,ENST00000262065,ENSG00000108960,239,95.1301,67,28.0334728,1.84E-23,PTHR20855,SF26
TTRE_0000188601-mRNA-1 transcript=TTRE_0000188601-mRNA-1 gene=TTRE_0000188601,gnl|BL_ORD_ID|3516 ENSG00000132768|DPH2|ENST00000459879|PTHR10762,DPH2,ENST00000459879,ENSG00000132768,263,98.5969,47,17.87072243,1.90E-23,PTHR10762,
TTRE_0000078601-mRNA-1 transcript=TTRE_0000078601-mRNA-1 gene=TTRE_0000078601,gnl|BL_ORD_ID|47959 ENSG00000197208|SLC22A4|ENST00000200652|PTHR24064_SF5,SLC22A4,ENST00000200652,ENSG00000197208,552,105.145,115,20.83333333,1.94E-23,PTHR24064,SF5
TTRE_0000744801-mRNA-1 transcript=TTRE_0000744801-mRNA-1 gene=TTRE_0000744801,gnl|BL_ORD_ID|28220 ENSG00000145088|EAF2|ENST00000451944|PTHR15970,EAF2,ENST00000451944,ENSG00000145088,264,94.7449,49,18.56060606,2.25E-23,PTHR15970,
TTRE_0000539501-mRNA-1 transcript=TTRE_0000539501-mRNA-1 gene=TTRE_0000539501,gnl|BL_ORD_ID|69196 ENSG00000106211|HSPB1|ENST00000248553|PTHR11527_SF114,HSPB1,ENST00000248553,ENSG00000106211,206,92.4337,60,29.12621359,2.38E-23,PTHR11527,SF114
TTRE_0000511301-mRNA-1 transcript=TTRE_0000511301-mRNA-1 gene=TTRE_0000511301,gnl|BL_ORD_ID|149672 ENSG00000166192|SENP8|ENST00000564082|PTHR22875_SF4,SENP8,ENST00000564082,ENSG00000166192,130,92.0485,43,33.07692308,2.41E-23,PTHR22875,SF4
TTRE_0000381801-mRNA-1 transcript=TTRE_0000381801-mRNA-1 gene=TTRE_0000381801,gnl|BL_ORD_ID|80421 ENSG00000174429|ABRA|ENST00000311955|PTHR22739_SF7,ABRA,ENST00000311955,ENSG00000174429,382,95.1301,50,13.08900524,2.47E-23,PTHR22739,SF7
TTRE_0000739601-mRNA-1 transcript=TTRE_0000739601-mRNA-1 gene=TTRE_0000739601,gnl|BL_ORD_ID|14837 ENSG00000186889|TMEM17|ENST00000335390|PTHR13531,TMEM17,ENST00000335390,ENSG00000186889,199,92.4337,56,28.14070352,2.58E-23,PTHR13531,
TTRE_0000159201-mRNA-1 transcript=TTRE_0000159201-mRNA-1 gene=TTRE_0000159201,gnl|BL_ORD_ID|97571 ENSG00000127884|ECHS1|ENST00000368547|PTHR11941_SF24,ECHS1,ENST00000368547,ENSG00000127884,291,97.4413,73,25.08591065,2.75E-23,PTHR11941,SF24
TTRE_0000523201-mRNA-1 transcript=TTRE_0000523201-mRNA-1 gene=TTRE_0000523201,gnl|BL_ORD_ID|163524 ENSG00000178307|TMEM11|ENST00000317635|PTHR15099,TMEM11,ENST00000317635,ENSG00000178307,193,92.4337,53,27.4611399,2.76E-23,PTHR15099,
TTRE_0000052401-mRNA-1 transcript=TTRE_0000052401-mRNA-1 gene=TTRE_0000052401,gnl|BL_ORD_ID|135139 ENSG00000100433|KCNK10|ENST00000340700|PTHR11003_SF32,KCNK10,ENST00000340700,ENSG00000100433,539,103.219,76,14.10018553,2.80E-23,PTHR11003,SF32
TTRE_0000160301-mRNA-1 transcript=TTRE_0000160301-mRNA-1 gene=TTRE_0000160301,gnl|BL_ORD_ID|203455 ENSG00000176635|HORMAD2|ENST00000403975|PTHR21518,HORMAD2,ENST00000403975,ENSG00000176635,308,100.908,67,21.75324675,2.88E-23,PTHR21518,
TTRE_0000506501-mRNA-1 transcript=TTRE_0000506501-mRNA-1 gene=TTRE_0000506501,gnl|BL_ORD_ID|28754 ENSG00000008952|SEC62|ENST00000469515|PTHR12443,SEC62,ENST00000469515,ENSG00000008952,102,92.8189,51,50,2.88E-23,PTHR12443,
TTRE_0000544701-mRNA-1 transcript=TTRE_0000544701-mRNA-1 gene=TTRE_0000544701,gnl|BL_ORD_ID|148547 ENSG00000166923|GREM1|ENST00000560830|PTHR15283,GREM1,ENST00000560830,ENSG00000166923,144,93.5893,47,32.63888889,2.88E-23,PTHR15283,
TTRE_0000538801-mRNA-1 transcript=TTRE_0000538801-mRNA-1 gene=TTRE_0000538801,gnl|BL_ORD_ID|293 ENSG00000188807|TMEM201|ENST00000340305|TF606129,TMEM201,ENST00000340305,ENSG00000188807,393,103.219,52,13.23155216,3.03E-23,TF606129,
TTRE_0000284501-mRNA-1 transcript=TTRE_0000284501-mRNA-1 gene=TTRE_0000284501,gnl|BL_ORD_ID|175456 ENSG00000161526|SAP30BP|ENST00000583063|PTHR13464,SAP30BP,ENST00000583063,ENSG00000161526,109,92.8189,43,39.44954128,3.05E-23,PTHR13464,
TTRE_0000976101-mRNA-1 transcript=TTRE_0000976101-mRNA-1 gene=TTRE_0000976101,gnl|BL_ORD_ID|70326 ENSG00000164776|PHKG1|ENST00000395428|PTHR24347_SF120,PHKG1,ENST00000395428,ENSG00000164776,89,87.0409,40,44.94382022,3.10E-23,PTHR24347,SF120
TTRE_0000571901-mRNA-1 transcript=TTRE_0000571901-mRNA-1 gene=TTRE_0000571901,gnl|BL_ORD_ID|149310 ENSG00000140463|BBS4|ENST00000569338|PTHR23083_SF389,BBS4,ENST00000569338,ENSG00000140463,281,96.6709,63,22.41992883,3.30E-23,PTHR23083,SF389
TTRE_0000460401-mRNA-1 transcript=TTRE_0000460401-mRNA-1 gene=TTRE_0000460401,gnl|BL_ORD_ID|88922 ENSG00000185942|NKAIN3|ENST00000523211|PTHR13084_SF2,NKAIN3,ENST00000523211,ENSG00000185942,198,97.8265,56,28.28282828,3.37E-23,PTHR13084,SF2
TTRE_0000096501-mRNA-1 transcript=TTRE_0000096501-mRNA-1 gene=TTRE_0000096501,gnl|BL_ORD_ID|71903 ENSG00000241644|INMT|ENST00000409539|PTHR10867,INMT,ENST00000409539,ENSG00000241644,263,96.6709,73,27.75665399,3.39E-23,PTHR10867,
TTRE_0000056201-mRNA-1 transcript=TTRE_0000056201-mRNA-1 gene=TTRE_0000056201,gnl|BL_ORD_ID|9508 ENSG00000117475|BLZF1|ENST00000426663|PTHR13066,BLZF1,ENST00000426663,ENSG00000117475,250,97.8265,62,24.8,3.43E-23,PTHR13066,
TTRE_0000812001-mRNA-1 transcript=TTRE_0000812001-mRNA-1 gene=TTRE_0000812001,gnl|BL_ORD_ID|127600 ENSG00000135452|TSPAN31|ENST00000549052|PTHR19282_SF3,TSPAN31,ENST00000549052,ENSG00000135452,114,92.0485,49,42.98245614,3.56E-23,PTHR19282,SF3
TTRE_0000495801-mRNA-1 transcript=TTRE_0000495801-mRNA-1 gene=TTRE_0000495801,gnl|BL_ORD_ID|15224 ENSG00000172318|B3GALT1|ENST00000392690|PTHR11214_SF20,B3GALT1,ENST00000392690,ENSG00000172318,327,98.5969,71,21.71253823,3.59E-23,PTHR11214,SF20
TTRE_0000241801-mRNA-1 transcript=TTRE_0000241801-mRNA-1 gene=TTRE_0000241801,gnl|BL_ORD_ID|39154 ENSG00000145439|CBR4|ENST00000306193|PTHR24312,CBR4,ENST00000306193,ENSG00000145439,238,97.0561,81,34.03361345,3.83E-23,PTHR24312,
TTRE_0000766001-mRNA-1 transcript=TTRE_0000766001-mRNA-1 gene=TTRE_0000766001,gnl|BL_ORD_ID|114040 ENSG00000134575|ACP2|ENST00000533929|PTHR11567_SF108,ACP2,ENST00000533929,ENSG00000134575,396,101.679,81,20.45454545,3.92E-23,PTHR11567,SF108
TTRE_0000935801-mRNA-1 transcript=TTRE_0000935801-mRNA-1 gene=TTRE_0000935801,gnl|BL_ORD_ID|132989 ENSG00000139597|N4BP2L1|ENST00000495479|PTHR13308_SF11,N4BP2L1,ENST00000495479,ENSG00000139597,160,97.4413,46,28.75,4.01E-23,PTHR13308,SF11
TTRE_0000388401-mRNA-1 transcript=TTRE_0000388401-mRNA-1 gene=TTRE_0000388401,gnl|BL_ORD_ID|59247 ENSG00000185127|C6orf120|ENST00000332290|PTHR31703,C6orf120,ENST00000332290,ENSG00000185127,192,92.4337,43,22.39583333,4.04E-23,PTHR31703,
TTRE_0000910201-mRNA-1 transcript=TTRE_0000910201-mRNA-1 gene=TTRE_0000910201,gnl|BL_ORD_ID|152274 ENSG00000184207|PGP|ENST00000333503|PTHR19288_SF37,PGP,ENST00000333503,ENSG00000184207,322,97.0561,83,25.77639752,4.10E-23,PTHR19288,SF37
TTRE_0000479401-mRNA-1 transcript=TTRE_0000479401-mRNA-1 gene=TTRE_0000479401,gnl|BL_ORD_ID|191378 ENSG00000105137|SYDE1|ENST00000600252|PTHR23178,SYDE1,ENST00000600252,ENSG00000105137,393,104.375,83,21.11959288,4.13E-23,PTHR23178,
TTRE_0000763201-mRNA-1 transcript=TTRE_0000763201-mRNA-1 gene=TTRE_0000763201,gnl|BL_ORD_ID|157175 ENSG00000005189|REXO5|ENST00000565340|PTHR12801_SF61,REXO5,ENST00000565340,ENSG00000005189,143,91.2781,51,35.66433566,4.16E-23,PTHR12801,SF61
TTRE_0000407701-mRNA-1 transcript=TTRE_0000407701-mRNA-1 gene=TTRE_0000407701,gnl|BL_ORD_ID|88806 ENSG00000169427|KCNK9|ENST00000650269|PTHR11003_SF75,KCNK9,ENST00000650269,ENSG00000169427,375,102.064,79,21.06666667,4.65E-23,PTHR11003,SF75
TTRE_0000745901-mRNA-1 transcript=TTRE_0000745901-mRNA-1 gene=TTRE_0000745901,gnl|BL_ORD_ID|13726 ENSG00000184144|CNTN2|ENST00000638378|PTHR10489_SF50,CNTN2,ENST00000638378,ENSG00000184144,1041,107.457,124,11.91162344,4.88E-23,PTHR10489,SF50
TTRE_0000382201-mRNA-1 transcript=TTRE_0000382201-mRNA-1 gene=TTRE_0000382201,gnl|BL_ORD_ID|104441 ENSG00000086827|ZW10|ENST00000200135|PTHR12205,ZW10,ENST00000200135,ENSG00000086827,780,106.686,88,11.28205128,4.92E-23,PTHR12205,
TTRE_0000356301-mRNA-1 transcript=TTRE_0000356301-mRNA-1 gene=TTRE_0000356301,gnl|BL_ORD_ID|189656 ENSG00000167759|KLK13|ENST00000595793|PTHR24271,KLK13,ENST00000595793,ENSG00000167759,278,98.2117,90,32.37410072,4.95E-23,PTHR24271,
TTRE_0000936201-mRNA-1 transcript=TTRE_0000936201-mRNA-1 gene=TTRE_0000936201,gnl|BL_ORD_ID|58008 ENSG00000113712|CSNK1A1|ENST00000657001|PTHR11909_SF84,CSNK1A1,ENST00000657001,ENSG00000113712,326,97.8265,83,25.4601227,4.95E-23,PTHR11909,SF84
TTRE_0000859601-mRNA-1 transcript=TTRE_0000859601-mRNA-1 gene=TTRE_0000859601,gnl|BL_ORD_ID|170586 ENSG00000168517|HEXIM2|ENST00000592695|PTHR13469,HEXIM2,ENST00000592695,ENSG00000168517,287,95.5153,61,21.2543554,5.12E-23,PTHR13469,
